id,Name,CountryName,X,Y,Start time,End time,Duration,Class_label,N merged events,Temporal context start,Temporal context end,AND_6,AND_5,AND_4,AND_3,AND_2,AND_1,LMM_6,LMM_5,LMM_4,LMM_3,LMM_2,LMM_1,HM_6,HM_5,HM_4,HM_3,HM_2,HM_1,HMM_6,HMM_5,HMM_4,HMM_3,HMM_2,HMM_1,NM_6,NM_5,NM_4,NM_3,NM_2,NM_1,DM_6,DM_5,DM_4,DM_3,DM_2,DM_1,SH_6,SH_5,SH_4,SH_3,SH_2,SH_1,IM_6,IM_5,IM_4,IM_3,IM_2,IM_1,AND_Start,AND_End,AND_Duration,LMM_Start,LMM_End,LMM_Duration,HM_Start,HM_End,HM_Duration,HMM_Start,HMM_End,HMM_Duration,NM_Start,NM_End,NM_Duration,DM_Start,DM_End,DM_Duration,SH_Start,SH_End,SH_Duration,IM_Start,IM_End,IM_Duration
LT_almost no disease_21_06-04-2020_06-09-2020,LT_almost no disease_21_06-04-2020_06-09-2020,Lithuania,25.316668,54.683334,43986,43991,154,almost no disease,21,24-02-2020,43986,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-6,-2,5,-2,-1,2,0,0,0,0,0,0,-6,-4,3,-4,-1,4,-1,-1,1,0,0,0
LT_low to medium morbidity_2_23-03-2020_12-04-2020,LT_low to medium morbidity_2_23-03-2020_12-04-2020,Lithuania,25.316668,54.683334,23/03/2020,44169,21,low to medium morbidity,2,44106,23-03-2020,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,0,0,0,-5,-2,4,-2,-1,2,0,0,0,0,0,0
LT_low to medium morbidity_6_31-08-2020_18-10-2020,LT_low to medium morbidity_6_31-08-2020_18-10-2020,Lithuania,25.316668,54.683334,31/08/2020,18/10/2020,49,low to medium morbidity,6,20-07-2020,31-08-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LT_low to medium morbidity_3_31-05-2021_27-06-2021,LT_low to medium morbidity_3_31-05-2021_27-06-2021,Lithuania,25.316668,54.683334,31/05/2021,27/06/2021,28,low to medium morbidity,3,19-04-2021,31-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LT_high morbidity_5_12-10-2020_22-11-2020,LT_high morbidity_5_12-10-2020_22-11-2020,Lithuania,25.316668,54.683334,44175,22/11/2020,42,high morbidity,5,31-08-2020,44175,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LT_high morbidity_18_25-01-2021_06-06-2021,LT_high morbidity_18_25-01-2021_06-06-2021,Lithuania,25.316668,54.683334,25/01/2021,44353,133,high morbidity,18,14-12-2020,25-01-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-5,2,-5,-1,5,0,0,0
LT_high morbidity and mortality_10_16-11-2020_31-01-2021,LT_high morbidity and mortality_10_16-11-2020_31-01-2021,Lithuania,25.316668,54.683334,16/11/2020,31/01/2021,77,high morbidity and mortality,10,43961,16-11-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LU_almost no disease_2_17-02-2020_08-03-2020,LU_almost no disease_2_17-02-2020_08-03-2020,Luxembourg,6.116667,49.6,17/02/2020,44046,21,almost no disease,2,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU_almost no disease_4_18-05-2020_21-06-2020,LU_almost no disease_4_18-05-2020_21-06-2020,Luxembourg,6.116667,49.6,18/05/2020,21/06/2020,35,almost no disease,4,43986,18-05-2020,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,-6,-1,6,-6,-6,1,0,0,0,0,0,0,0,0,0,-6,-2,5,-2,-1,2
LU_low to medium morbidity_1_02-03-2020..15-03-2020,LU_low to medium morbidity_1_02-03-2020..15-03-2020,Luxembourg,6.116667,49.6,43864,15/03/2020,14,low to medium morbidity,1,20-01-2020,43864,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0
LU_low to medium morbidity_6_06-04-2020_24-05-2020,LU_low to medium morbidity_6_06-04-2020_24-05-2020,Luxembourg,6.116667,49.6,43986,24/05/2020,49,low to medium morbidity,6,24-02-2020,43986,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6,-5,2,-5,-4,2,-4,-1,3,0,0,0,-6,-4,3,-4,-3,2,-1,-1,1,0,0,0
LU_low to medium morbidity_3_15-06-2020_12-07-2020,LU_low to medium morbidity_3_15-06-2020_12-07-2020,Luxembourg,6.116667,49.6,15/06/2020,44172,28,low to medium morbidity,3,43926,15-06-2020,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,-4,-1,4,-6,-4,3,0,0,0,0,0,0,-1,-1,1,0,0,0,-6,-6,1,-6,-1,6
LU_low to medium morbidity_2_27-07-2020_16-08-2020,LU_low to medium morbidity_2_27-07-2020_16-08-2020,Luxembourg,6.116667,49.6,27/07/2020,16/08/2020,21,low to medium morbidity,2,15-06-2020,27-07-2020,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-3,4,-3,-1,3,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LU_low to medium morbidity_4_24-05-2021_27-06-2021,LU_low to medium morbidity_4_24-05-2021_27-06-2021,Luxembourg,6.116667,49.6,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-5,-1,5,0,0,0,0,0,0,-6,-5,2
LU_high morbidity_1_09-03-2020..22-03-2020,LU_high morbidity_1_09-03-2020..22-03-2020,Luxembourg,6.116667,49.6,44077,22/03/2020,14,high morbidity,1,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,-1,-1,1,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
LU_high morbidity_1_30-03-2020..12-04-2020,LU_high morbidity_1_30-03-2020..12-04-2020,Luxembourg,6.116667,49.6,30/03/2020,44169,14,high morbidity,1,17-02-2020,30-03-2020,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-3,2,-3,-2,2,0,0,0,-6,-3,4,-3,-2,2,0,0,0,0,0,0
LU_high morbidity_3_06-07-2020_02-08-2020,LU_high morbidity_3_06-07-2020_02-08-2020,Luxembourg,6.116667,49.6,43989,43869,28,high morbidity,3,25-05-2020,43989,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0,-4,-1,4,0,0,0,0,0,0,-6,-4,3
LU_high morbidity_6_14-09-2020_01-11-2020,LU_high morbidity_6_14-09-2020_01-11-2020,Luxembourg,6.116667,49.6,14/09/2020,43841,49,high morbidity,6,43898,14-09-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,0,0,0
LU_high morbidity_22_21-12-2020_30-05-2021,LU_high morbidity_22_21-12-2020_30-05-2021,Luxembourg,6.116667,49.6,21/12/2020,30/05/2021,161,high morbidity,22,44085,21-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-1,6,-1,-1,1,0,0,0,-6,-6,1
LU_high morbidity and mortality_8_26-10-2020_27-12-2020,LU_high morbidity and mortality_8_26-10-2020_27-12-2020,Luxembourg,6.116667,49.6,26/10/2020,27/12/2020,63,high morbidity and mortality,8,14-09-2020,26-10-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,-1,-1,1,0,0,0,0,0,0
LV_almost no disease_25_17-02-2020_16-08-2020,LV_almost no disease_25_17-02-2020_16-08-2020,Latvia,24.1,56.95,17/02/2020,16/08/2020,182,almost no disease,25,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LV_almost no disease_4_24-08-2020_27-09-2020,LV_almost no disease_4_24-08-2020_27-09-2020,Latvia,24.1,56.95,24/08/2020,27/09/2020,35,almost no disease,4,13-07-2020,24-08-2020,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,5,0,0,0,0,0,0,0,0,0,-6,-2,5,0,0,0,0,0,0,0,0,0
LV_low to medium morbidity_4_21-09-2020_25-10-2020,LV_low to medium morbidity_4_21-09-2020_25-10-2020,Latvia,24.1,56.95,21/09/2020,25/10/2020,35,low to medium morbidity,4,44112,21-09-2020,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,5,0,0,0,0,0,0,0,0,0,-6,-1,5,0,0,0,0,0,0,0,0,0
LV_low to medium morbidity_2_07-06-2021_27-06-2021,LV_low to medium morbidity_2_07-06-2021_27-06-2021,Latvia,24.1,56.95,44383,27/06/2021,21,low to medium morbidity,2,26-04-2021,44383,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LV_high morbidity_8_19-10-2020_20-12-2020,LV_high morbidity_8_19-10-2020_20-12-2020,Latvia,24.1,56.95,19/10/2020,20/12/2020,63,high morbidity,8,44021,19-10-2020,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LV_high morbidity_17_08-02-2021_13-06-2021,LV_high morbidity_17_08-02-2021_13-06-2021,Latvia,24.1,56.95,44410,13/06/2021,126,high morbidity,17,28-12-2020,44410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0
LV_high morbidity and mortality_8_14-12-2020_14-02-2021,LV_high morbidity and mortality_8_14-12-2020_14-02-2021,Latvia,24.1,56.95,14/12/2020,14/02/2021,63,high morbidity and mortality,8,43872,14-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_almost no disease_21_17-02-2020_19-07-2020,LY_almost no disease_21_17-02-2020_19-07-2020,Libya,13.166667,32.883335,17/02/2020,19/07/2020,154,almost no disease,21,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY_low to medium morbidity_4_13-07-2020_16-08-2020,LY_low to medium morbidity_4_13-07-2020_16-08-2020,Libya,13.166667,32.883335,13/07/2020,16/08/2020,35,low to medium morbidity,4,43836,13-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_low to medium morbidity_6_30-11-2020_17-01-2021,LY_low to medium morbidity_6_30-11-2020_17-01-2021,Libya,13.166667,32.883335,30/11/2020,17/01/2021,49,low to medium morbidity,6,19-10-2020,30-11-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_low to medium morbidity_3_01-02-2021_28-02-2021,LY_low to medium morbidity_3_01-02-2021_28-02-2021,Libya,13.166667,32.883335,44198,28/02/2021,28,low to medium morbidity,3,21-12-2020,44198,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_low to medium morbidity_10_12-04-2021_27-06-2021,LY_low to medium morbidity_10_12-04-2021_27-06-2021,Libya,13.166667,32.883335,44534,27/06/2021,77,low to medium morbidity,10,44199,44534,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_high morbidity_11_14-09-2020_06-12-2020,LY_high morbidity_11_14-09-2020_06-12-2020,Libya,13.166667,32.883335,14/09/2020,43994,84,high morbidity,11,43898,14-09-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,0,0,0
LY_high morbidity_3_11-01-2021_07-02-2021,LY_high morbidity_3_11-01-2021_07-02-2021,Libya,13.166667,32.883335,44501,44379,28,high morbidity,3,30-11-2020,44501,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-6,1,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LY_high morbidity_7_22-02-2021_18-04-2021,LY_high morbidity_7_22-02-2021_18-04-2021,Libya,13.166667,32.883335,22/02/2021,18/04/2021,56,high morbidity,7,44501,22-02-2021,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,4,-6,-3,4,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
MA_almost no disease_22_17-02-2020_26-07-2020,MA_almost no disease_22_17-02-2020_26-07-2020,Morocco,-6.816667,34.016666,17/02/2020,26/07/2020,161,almost no disease,22,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA_almost no disease_6_08-02-2021_28-03-2021,MA_almost no disease_6_08-02-2021_28-03-2021,Morocco,-6.816667,34.016666,44410,28/03/2021,49,almost no disease,6,28-12-2020,44410,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
MA_almost no disease_9_19-04-2021_27-06-2021,MA_almost no disease_9_19-04-2021_27-06-2021,Morocco,-6.816667,34.016666,19/04/2021,27/06/2021,70,almost no disease,9,44411,19-04-2021,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,-6,-2,5,-2,-1,2,0,0,0,0,0,0
MA_low to medium morbidity_13_20-07-2020_25-10-2020,MA_low to medium morbidity_13_20-07-2020_25-10-2020,Morocco,-6.816667,34.016666,20/07/2020,25/10/2020,98,low to medium morbidity,13,44049,20-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
MA_low to medium morbidity_10_30-11-2020_14-02-2021,MA_low to medium morbidity_10_30-11-2020_14-02-2021,Morocco,-6.816667,34.016666,30/11/2020,14/02/2021,77,low to medium morbidity,10,19-10-2020,30-11-2020,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0,-1,-1,1,0,0,0,-6,-1,6,0,0,0
MA_low to medium morbidity_4_22-03-2021_25-04-2021,MA_low to medium morbidity_4_22-03-2021_25-04-2021,Morocco,-6.816667,34.016666,22/03/2021,25/04/2021,35,low to medium morbidity,4,44410,22-03-2021,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-6,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
MA_high morbidity_6_19-10-2020_06-12-2020,MA_high morbidity_6_19-10-2020_06-12-2020,Morocco,-6.816667,34.016666,19/10/2020,43994,49,high morbidity,6,44021,19-10-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
MD_almost no disease_5_17-02-2020_29-03-2020,MD_almost no disease_5_17-02-2020_29-03-2020,Moldova,28.85,47,17/02/2020,29/03/2020,42,almost no disease,5,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD_low to medium morbidity_20_23-03-2020_16-08-2020,MD_low to medium morbidity_20_23-03-2020_16-08-2020,Moldova,28.85,47,23/03/2020,16/08/2020,147,low to medium morbidity,20,44106,23-03-2020,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,0,0,0,-5,-3,3,-3,-1,3,0,0,0,0,0,0
MD_low to medium morbidity_8_26-04-2021_27-06-2021,MD_low to medium morbidity_8_26-04-2021_27-06-2021,Moldova,28.85,47,26/04/2021,27/06/2021,63,low to medium morbidity,8,15-03-2021,26-04-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,-6,-3,4,-6,-1,6,0,0,0,0,0,0,0,0,0
MD_high morbidity_30_10-08-2020_14-03-2021,MD_high morbidity_30_10-08-2020_14-03-2021,Moldova,28.85,47,44112,14/03/2021,217,high morbidity,30,29-06-2020,44112,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
MD_high morbidity_3_05-04-2021_02-05-2021,MD_high morbidity_3_05-04-2021_02-05-2021,Moldova,28.85,47,44320,44232,28,high morbidity,3,22-02-2021,44320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,-6,-1,6,0,0,0,0,0,0,0,0,0
MD_high morbidity and mortality_4_08-03-2021_11-04-2021,MD_high morbidity and mortality_4_08-03-2021_11-04-2021,Moldova,28.85,47,44411,44504,35,high morbidity and mortality,4,25-01-2021,44411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
MK_almost no disease_5_17-02-2020_29-03-2020,MK_almost no disease_5_17-02-2020_29-03-2020,Macedonia,21.433332,42,17/02/2020,29/03/2020,42,almost no disease,5,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK_almost no disease_1_14-06-2021..27-06-2021,MK_almost no disease_1_14-06-2021..27-06-2021,Macedonia,21.433332,42,14/06/2021,27/06/2021,14,almost no disease,1,44260,14-06-2021,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,-6,-5,2,-6,-1,6,0,0,0,0,0,0,0,0,0
MK_low to medium morbidity_20_23-03-2020_16-08-2020,MK_low to medium morbidity_20_23-03-2020_16-08-2020,Macedonia,21.433332,42,23/03/2020,16/08/2020,147,low to medium morbidity,20,44106,23-03-2020,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,0,0,0,-5,-3,3,-3,-1,3,0,0,0,0,0,0
MK_low to medium morbidity_2_14-09-2020_04-10-2020,MK_low to medium morbidity_2_14-09-2020_04-10-2020,Macedonia,21.433332,42,14/09/2020,43931,21,low to medium morbidity,2,43898,14-09-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,0,0,0
MK_low to medium morbidity_5_10-05-2021_20-06-2021,MK_low to medium morbidity_5_10-05-2021_20-06-2021,Macedonia,21.433332,42,44474,20/06/2021,42,low to medium morbidity,5,29-03-2021,44474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-1,6,0,0,0,0,0,0,0,0,0
MK_high morbidity_4_28-09-2020_01-11-2020,MK_high morbidity_4_28-09-2020_01-11-2020,Macedonia,21.433332,42,28/09/2020,43841,35,high morbidity,4,17-08-2020,28-09-2020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0
